Cluster ID,Cluster Name,Year,Count
5,Conceptual_and_Investigative_Methods,1940,69
5,Conceptual_and_Investigative_Methods,1941,44
5,Conceptual_and_Investigative_Methods,1942,30
5,Conceptual_and_Investigative_Methods,1943,21
5,Conceptual_and_Investigative_Methods,1944,35
5,Conceptual_and_Investigative_Methods,1945,32
5,Conceptual_and_Investigative_Methods,1946,30
5,Conceptual_and_Investigative_Methods,1947,34
5,Conceptual_and_Investigative_Methods,1948,55
5,Conceptual_and_Investigative_Methods,1949,71
5,Conceptual_and_Investigative_Methods,1950,63
5,Conceptual_and_Investigative_Methods,1951,60
5,Conceptual_and_Investigative_Methods,1952,78
5,Conceptual_and_Investigative_Methods,1953,71
5,Conceptual_and_Investigative_Methods,1954,87
5,Conceptual_and_Investigative_Methods,1955,117
5,Conceptual_and_Investigative_Methods,1956,86
5,Conceptual_and_Investigative_Methods,1957,83
5,Conceptual_and_Investigative_Methods,1958,69
5,Conceptual_and_Investigative_Methods,1959,74
5,Conceptual_and_Investigative_Methods,1960,120
5,Conceptual_and_Investigative_Methods,1961,87
5,Conceptual_and_Investigative_Methods,1962,62
5,Conceptual_and_Investigative_Methods,1963,90
5,Conceptual_and_Investigative_Methods,1964,92
5,Conceptual_and_Investigative_Methods,1965,88
5,Conceptual_and_Investigative_Methods,1966,64
5,Conceptual_and_Investigative_Methods,1967,81
5,Conceptual_and_Investigative_Methods,1968,87
5,Conceptual_and_Investigative_Methods,1969,84
5,Conceptual_and_Investigative_Methods,1970,126
5,Conceptual_and_Investigative_Methods,1971,54
5,Conceptual_and_Investigative_Methods,1972,89
5,Conceptual_and_Investigative_Methods,1973,67
5,Conceptual_and_Investigative_Methods,1974,63
5,Conceptual_and_Investigative_Methods,1975,90
5,Conceptual_and_Investigative_Methods,1976,479
5,Conceptual_and_Investigative_Methods,1977,380
5,Conceptual_and_Investigative_Methods,1978,465
5,Conceptual_and_Investigative_Methods,1979,358
5,Conceptual_and_Investigative_Methods,1980,456
5,Conceptual_and_Investigative_Methods,1981,553
5,Conceptual_and_Investigative_Methods,1982,588
5,Conceptual_and_Investigative_Methods,1983,546
5,Conceptual_and_Investigative_Methods,1984,675
5,Conceptual_and_Investigative_Methods,1985,657
5,Conceptual_and_Investigative_Methods,1986,682
5,Conceptual_and_Investigative_Methods,1987,872
5,Conceptual_and_Investigative_Methods,1988,972
